care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,moral,moral_nonmoral_ratio,f_var
0.047619047619047616,0.0,0.19047619047619047,0.42857142857142855,0.0,0.19047619047619047,0.0,0.09523809523809523,0.047619047619047616,0.0,0.047619047619047616,0.06862745098039216,0.018871252204585534
0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.02694610778443114,0.025925925925925925
0.09090909090909091,0.0,0.2727272727272727,0.36363636363636365,0.12121212121212122,0.09090909090909091,0.0,0.0,0.0,0.0,0.06060606060606061,0.08661417322834646,0.01662075298438935
0.15384615384615385,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.38461538461538464,0.02073365231259968,0.006311637080867852
0.07692307692307693,0.0,0.15384615384615385,0.23076923076923078,0.0,0.38461538461538464,0.0,0.15384615384615385,0.0,0.0,0.0,0.05241935483870968,0.01715976331360947
0.14285714285714285,0.09523809523809523,0.38095238095238093,0.23809523809523808,0.0,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.0,0.061046511627906974,0.015847820609725376
0.0,0.0,0.24,0.32,0.0,0.08,0.0,0.24,0.04,0.04,0.12,0.050200803212851405,0.015004444444444444
0.16666666666666666,0.06666666666666667,0.1,0.4,0.0,0.13333333333333333,0.0,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.0398936170212766,0.014679012345679011
0.07692307692307693,0.0,0.46153846153846156,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.15384615384615385,0.04421768707482993,0.01900065746219592
0.18181818181818182,0.0,0.45454545454545453,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.0,0.057291666666666664,0.018273645546372817
0.07317073170731707,0.0,0.12195121951219512,0.07317073170731707,0.0,0.4878048780487805,0.0,0.12195121951219512,0.14634146341463414,0.0,0.0,0.12023460410557185,0.021653777513384893
0.09523809523809523,0.047619047619047616,0.0,0.42857142857142855,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.14285714285714285,0.05343511450381679,0.02491811539430587
0.08108108108108109,0.05405405405405406,0.40540540540540543,0.13513513513513514,0.0,0.05405405405405406,0.0,0.21621621621621623,0.05405405405405406,0.0,0.02702702702702703,0.07061068702290077,0.01607824040256473
0.16,0.08,0.32,0.24,0.0,0.04,0.0,0.04,0.04,0.04,0.08,0.04488330341113106,0.011804444444444444
0.0,0.05555555555555555,0.3888888888888889,0.3333333333333333,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.16666666666666666,0.02112676056338028,0.02139917695473251
0.125,0.041666666666666664,0.0,0.375,0.0,0.041666666666666664,0.0,0.375,0.0,0.0,0.08333333333333333,0.07692307692307693,0.02316743827160493
0.15,0.1,0.25,0.25,0.0,0.1,0.0,0.05,0.05,0.0,0.05,0.058823529411764705,0.009138888888888889
0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.19047619047619047,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.05060240963855422,0.015343915343915342
0.35294117647058826,0.0,0.17647058823529413,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.032818532818532815,0.022491349480968866
0.2,0.0,0.25,0.35,0.15,0.1,0.0,0.0,0.05,0.0,0.35,0.06042296072507553,0.015444444444444443
0.3125,0.0,0.1875,0.3125,0.09375,0.15625,0.0,0.0,0.0,0.0,0.0625,0.07126948775055679,0.016753472222222218
0.15,0.15,0.15,0.25,0.0,0.05,0.0,0.1,0.15,0.0,0.0,0.035650623885918005,0.007222222222222223
0.058823529411764705,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.0,0.058823529411764705,0.0,0.11764705882352941,0.11764705882352941,0.05723905723905724,0.010918877354863516
0.19047619047619047,0.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.0,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.03343949044585987,0.013101536911060717
